"Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","Date","Time","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed"
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"4/24/2016","12:00:00",1,430,449
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"4/25/2016","12:00:00",1,277,323
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"4/26/2016","12:00:00",1,245,274
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"4/28/2016","12:00:00",1,366,393
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"4/29/2016","12:00:00",1,341,354
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"4/30/2016","12:00:00",1,404,425
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/1/2016","12:00:00",1,369,396
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/2/2016","12:00:00",1,277,309
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/3/2016","12:00:00",1,273,296
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/5/2016","12:00:00",1,247,264
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/6/2016","12:00:00",1,334,367
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/7/2016","12:00:00",1,331,349
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/8/2016","12:00:00",1,594,611
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/9/2016","12:00:00",1,338,342
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/10/2016","12:00:00",1,383,403
1503960366,"4/13/2016",10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,"5/11/2016","12:00:00",1,285,306
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/12/2016","12:00:00",1,327,346
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/13/2016","12:00:00",2,384,407
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/15/2016","12:00:00",1,412,442
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/16/2016","12:00:00",2,340,367
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/17/2016","12:00:00",1,700,712
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/19/2016","12:00:00",1,304,320
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/20/2016","12:00:00",1,360,377
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/21/2016","12:00:00",1,325,364
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/23/2016","12:00:00",1,361,384
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/24/2016","12:00:00",1,430,449
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/25/2016","12:00:00",1,277,323
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/26/2016","12:00:00",1,245,274
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/28/2016","12:00:00",1,366,393
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/29/2016","12:00:00",1,341,354
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"4/30/2016","12:00:00",1,404,425
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/1/2016","12:00:00",1,369,396
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/2/2016","12:00:00",1,277,309
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/3/2016","12:00:00",1,273,296
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/5/2016","12:00:00",1,247,264
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/6/2016","12:00:00",1,334,367
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/7/2016","12:00:00",1,331,349
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/8/2016","12:00:00",1,594,611
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/9/2016","12:00:00",1,338,342
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/10/2016","12:00:00",1,383,403
1503960366,"4/14/2016",10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,"5/11/2016","12:00:00",1,285,306
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/12/2016","12:00:00",1,327,346
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/13/2016","12:00:00",2,384,407
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/15/2016","12:00:00",1,412,442
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/16/2016","12:00:00",2,340,367
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/17/2016","12:00:00",1,700,712
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/19/2016","12:00:00",1,304,320
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/20/2016","12:00:00",1,360,377
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/21/2016","12:00:00",1,325,364
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/23/2016","12:00:00",1,361,384
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/24/2016","12:00:00",1,430,449
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/25/2016","12:00:00",1,277,323
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/26/2016","12:00:00",1,245,274
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/28/2016","12:00:00",1,366,393
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/29/2016","12:00:00",1,341,354
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"4/30/2016","12:00:00",1,404,425
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/1/2016","12:00:00",1,369,396
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/2/2016","12:00:00",1,277,309
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/3/2016","12:00:00",1,273,296
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/5/2016","12:00:00",1,247,264
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/6/2016","12:00:00",1,334,367
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/7/2016","12:00:00",1,331,349
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/8/2016","12:00:00",1,594,611
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/9/2016","12:00:00",1,338,342
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/10/2016","12:00:00",1,383,403
1503960366,"4/15/2016",9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,"5/11/2016","12:00:00",1,285,306
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/12/2016","12:00:00",1,327,346
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/13/2016","12:00:00",2,384,407
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/15/2016","12:00:00",1,412,442
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/16/2016","12:00:00",2,340,367
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/17/2016","12:00:00",1,700,712
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/19/2016","12:00:00",1,304,320
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/20/2016","12:00:00",1,360,377
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/21/2016","12:00:00",1,325,364
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/23/2016","12:00:00",1,361,384
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/24/2016","12:00:00",1,430,449
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/25/2016","12:00:00",1,277,323
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/26/2016","12:00:00",1,245,274
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/28/2016","12:00:00",1,366,393
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/29/2016","12:00:00",1,341,354
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"4/30/2016","12:00:00",1,404,425
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/1/2016","12:00:00",1,369,396
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/2/2016","12:00:00",1,277,309
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/3/2016","12:00:00",1,273,296
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/5/2016","12:00:00",1,247,264
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/6/2016","12:00:00",1,334,367
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/7/2016","12:00:00",1,331,349
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/8/2016","12:00:00",1,594,611
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/9/2016","12:00:00",1,338,342
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/10/2016","12:00:00",1,383,403
1503960366,"4/16/2016",12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,"5/11/2016","12:00:00",1,285,306
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/12/2016","12:00:00",1,327,346
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/13/2016","12:00:00",2,384,407
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/15/2016","12:00:00",1,412,442
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/16/2016","12:00:00",2,340,367
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/17/2016","12:00:00",1,700,712
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/19/2016","12:00:00",1,304,320
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/20/2016","12:00:00",1,360,377
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/21/2016","12:00:00",1,325,364
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/23/2016","12:00:00",1,361,384
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/24/2016","12:00:00",1,430,449
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/25/2016","12:00:00",1,277,323
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/26/2016","12:00:00",1,245,274
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/28/2016","12:00:00",1,366,393
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/29/2016","12:00:00",1,341,354
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"4/30/2016","12:00:00",1,404,425
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/1/2016","12:00:00",1,369,396
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/2/2016","12:00:00",1,277,309
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/3/2016","12:00:00",1,273,296
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/5/2016","12:00:00",1,247,264
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/6/2016","12:00:00",1,334,367
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/7/2016","12:00:00",1,331,349
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/8/2016","12:00:00",1,594,611
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/9/2016","12:00:00",1,338,342
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/10/2016","12:00:00",1,383,403
1503960366,"4/17/2016",9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,"5/11/2016","12:00:00",1,285,306
1503960366,"4/18/2016",13019,8.59000015258789,8.59000015258789,0,3.25,0.639999985694885,4.71000003814697,0,42,16,233,1149,1921,"4/12/2016","12:00:00",1,327,346
